EXAM SEATING ARRANGEMENT

(4961, 'ECE0100', 'A', 'A1', 1, 1)
(5458, 'CSE0660', 'A', 'A13', 5, 2)
(5459, 'CSE0108', 'A', 'A13', 5, 3)
(5460, 'CSE0667', 'A', 'A13', 5, 4)
(5461, 'CSE0373', 'A', 'A13', 6, 1)
(5462, 'ECE0266', 'A', 'A13', 6, 2)
(5463, 'CSE0352', 'A', 'A13', 6, 3)
(5464, 'CSE0623', 'A', 'A13', 6, 4)
(5465, 'ECE0040', 'A', 'A13', 7, 1)
(5466, 'CSE0557', 'A', 'A13', 7, 2)
(5467, 'CSE0040', 'A', 'A13', 7, 3)
(5468, 'CSE0643', 'A', 'A13', 7, 4)
(5469, 'CSE0492', 'A', 'A13', 8, 1)
(5470, 'CSE0596', 'A', 'A13', 8, 2)
(5471, 'CSE0394', 'A', 'A13', 8, 3)
(5472, 'CSE0155', 'A', 'A13', 8, 4)
(5473, 'CSE0140', 'A', 'A13', 9, 1)
(5474, 'ECE0486', 'A', 'A13', 9, 2)
(5475, 'CSE0084', 'A', 'A13', 9, 3)
(5476, 'ECE0274', 'A', 'A13', 9, 4)
(5477, 'CSE0250', 'A', 'A13', 10, 1)
(5478, 'ECE0318', 'A', 'A13', 10, 2)
(5479, 'ECE0357', 'A', 'A13', 10, 3)
(5480, 'CSE0032', 'A', 'A13', 10, 4)
(5481, 'CSE0286', 'A', 'A14', 1, 1)
(5482, 'CSE0338', 'A', 'A14', 1, 2)
(5483, 'CSE0445', 'A', 'A14', 1, 3)
(5484, 'ECE0264', 'A', 'A14', 1, 4)
(5485, 'ECE0185', 'A', 'A14', 2, 1)
(5486, 'ECE0210', 'A', 'A14', 2, 2)
(5487, 'CSE0439', 'A', 'A14', 2, 3)
(5488, 'ECE0141', 'A', 'A14', 2, 4)
(5489, 'ECE0232', 'A', 'A14', 3, 1)
(5490, 'CSE0049', 'A', 'A14', 3, 2)
(5491, 'ECE0351', 'A', 'A14', 3, 3)
(5492, 'CSE0503', 'A', 'A14', 3, 4)
(5493, 'ECE0219', 'A', 'A14', 4, 1)
(5494, 'CSE0256', 'A', 'A14', 4, 2)
(5495, 'ECE0187', 'A', 'A14', 4, 3)
(5496, 'ECE0151', 'A', 'A14', 4, 4)
(5497, 'CSE0190', 'A', 'A14', 5, 1)
(5498, 'ECE0424', 'A', 'A14', 5, 2)
(5499, 'ECE0095', 'A', 'A14', 5, 3)
(5500, 'CSE0700', 'A', 'A14', 5, 4)
(5501, 'ECE0422', 'A', 'A14', 6, 1)
(5502, 'ECE0180', 'A', 'A14', 6, 2)
(5503, 'ECE0358', 'A', 'A14', 6, 3)
(5504, 'CSE0402', 'A', 'A14', 6, 4)
(5505, 'ECE0303', 'A', 'A14', 7, 1)
(5506, 'ECE0306', 'A', 'A14', 7, 2)
(5507, 'ECE0198', 'A', 'A14', 7, 3)
(5508, 'CSE0183', 'A', 'A14', 7, 4)
(5509, 'ECE0096', 'A', 'A14', 8, 1)
(5510, 'CSE0541', 'A', 'A14', 8, 2)
(5511, 'ECE0279', 'A', 'A14', 8, 3)
(5512, 'CSE0229', 'A', 'A14', 8, 4)
(5513, 'ECE0212', 'A', 'A14', 9, 1)
(5514, 'CSE0210', 'A', 'A14', 9, 2)
(5515, 'ECE0399', 'A', 'A14', 9, 3)
(5516, 'CSE0263', 'A', 'A14', 9, 4)
(5517, 'ECE0028', 'A', 'A14', 10, 1)
(5518, 'CSE0573', 'A', 'A14', 10, 2)
(5519, 'CSE0048', 'A', 'A14', 10, 3)
(5520, 'CSE0457', 'A', 'A14', 10, 4)
(5521, 'ECE0188', 'A', 'A15', 1, 1)
(5522, 'CSE0348', 'A', 'A15', 1, 2)
(5523, 'ECE0173', 'A', 'A15', 1, 3)
(5524, 'ECE0435', 'A', 'A15', 1, 4)
(5525, 'ECE0237', 'A', 'A15', 2, 1)
(5526, 'ECE0362', 'A', 'A15', 2, 2)
(5527, 'CSE0022', 'A', 'A15', 2, 3)
(5528, 'CSE0078', 'A', 'A15', 2, 4)
(5529, 'CSE0525', 'A', 'A15', 3, 1)
(5530, 'CSE0475', 'A', 'A15', 3, 2)
(5531, 'ECE0401', 'A', 'A15', 3, 3)
(5532, 'CSE0605', 'A', 'A15', 3, 4)
(5533, 'ECE0448', 'A', 'A15', 4, 1)
(5534, 'CSE0392', 'A', 'A15', 4, 2)
(5535, 'CSE0123', 'A', 'A15', 4, 3)
(5536, 'ECE0366', 'A', 'A15', 4, 4)
(5537, 'ECE0215', 'A', 'A15', 5, 1)
(5538, 'ECE0153', 'A', 'A15', 5, 2)
(5539, 'CSE0407', 'A', 'A15', 5, 3)
(5540, 'ECE0009', 'A', 'A15', 5, 4)
(5541, 'ECE0413', 'A', 'A15', 6, 1)
(5542, 'CSE0629', 'A', 'A15', 6, 2)
(5543, 'CSE0105', 'A', 'A15', 6, 3)
(5544, 'ECE0094', 'A', 'A15', 6, 4)
(5545, 'CSE0358', 'A', 'A15', 7, 1)
(5546, 'CSE0543', 'A', 'A15', 7, 2)
(5547, 'CSE0673', 'A', 'A15', 7, 3)
(5548, 'CSE0221', 'A', 'A15', 7, 4)
(5549, 'CSE0443', 'A', 'A15', 8, 1)
(5550, 'ECE0277', 'A', 'A15', 8, 2)
(5551, 'ECE0482', 'A', 'A15', 8, 3)
(5552, 'ECE0043', 'A', 'A15', 8, 4)
(5553, 'ECE0319', 'A', 'A15', 9, 1)
(5554, 'CSE0278', 'A', 'A15', 9, 2)
(5555, 'ECE0411', 'A', 'A15', 9, 3)
(5556, 'CSE0384', 'A', 'A15', 9, 4)
(5557, 'CSE0581', 'A', 'A15', 10, 1)
(5558, 'ECE0065', 'A', 'A15', 10, 2)
(5559, 'CSE0063', 'A', 'A15', 10, 3)
(5560, 'ECE0348', 'A', 'A15', 10, 4)
(5561, 'CSE0209', 'A', 'A16', 1, 1)
(5562, 'ECE0316', 'A', 'A16', 1, 2)
(5563, 'ECE0121', 'A', 'A16', 1, 3)
(5564, 'CSE0684', 'A', 'A16', 1, 4)
(5565, 'ECE0102', 'A', 'A16', 2, 1)
(5566, 'CSE0414', 'A', 'A16', 2, 2)
(5567, 'CSE0119', 'A', 'A16', 2, 3)
(5568, 'CSE0625', 'A', 'A16', 2, 4)
(5569, 'CSE0699', 'A', 'A16', 3, 1)
(5570, 'ECE0069', 'A', 'A16', 3, 2)
(5571, 'ECE0003', 'A', 'A16', 3, 3)
(5572, 'ECE0052', 'A', 'A16', 3, 4)
(5573, 'ECE0400', 'A', 'A16', 4, 1)
(5574, 'ECE0428', 'A', 'A16', 4, 2)
(5575, 'ECE0084', 'A', 'A16', 4, 3)
(5576, 'CSE0603', 'A', 'A16', 4, 4)
(5577, 'ECE0406', 'A', 'A16', 5, 1)
(5578, 'CSE0267', 'A', 'A16', 5, 2)
(5579, 'ECE0218', 'A', 'A16', 5, 3)
(5580, 'CSE0036', 'A', 'A16', 5, 4)
(5581, 'CSE0370', 'A', 'A16', 6, 1)
(5582, 'CSE0282', 'A', 'A16', 6, 2)
(5583, 'ECE0129', 'A', 'A16', 6, 3)
(5584, 'ECE0320', 'A', 'A16', 6, 4)
(5585, 'CSE0486', 'A', 'A16', 7, 1)
(5586, 'ECE0014', 'A', 'A16', 7, 2)
(5587, 'CSE0493', 'A', 'A16', 7, 3)
(5588, 'CSE0599', 'A', 'A16', 7, 4)
(5589, 'ECE0005', 'A', 'A16', 8, 1)
(5590, 'ECE0120', 'A', 'A16', 8, 2)
(5591, 'CSE0506', 'A', 'A16', 8, 3)
(5592, 'ECE0275', 'A', 'A16', 8, 4)
(5593, 'CSE0042', 'A', 'A16', 9, 1)
(5594, 'CSE0505', 'A', 'A16', 9, 2)
(5595, 'CSE0526', 'A', 'A16', 9, 3)
(5596, 'CSE0135', 'A', 'A16', 9, 4)
(5597, 'CSE0321', 'A', 'A16', 10, 1)
(5598, 'ECE0353', 'A', 'A16', 10, 2)
(5599, 'CSE0588', 'A', 'A16', 10, 3)
(5600, 'CSE0243', 'A', 'A16', 10, 4)
(5601, 'CSE0019', 'A', 'A17', 1, 1)
(5602, 'CSE0483', 'A', 'A17', 1, 2)
(5603, 'CSE0328', 'A', 'A17', 1, 3)
(5604, 'CSE0431', 'A', 'A17', 1, 4)
(5605, 'CSE0385', 'A', 'A17', 2, 1)
(5606, 'CSE0188', 'A', 'A17', 2, 2)
(5607, 'CSE0335', 'A', 'A17', 2, 3)
(5608, 'CSE0621', 'A', 'A17', 2, 4)
(5609, 'CSE0143', 'A', 'A17', 3, 1)
(5610, 'CSE0548', 'A', 'A17', 3, 2)
(5611, 'ECE0452', 'A', 'A17', 3, 3)
(5612, 'ECE0331', 'A', 'A17', 3, 4)
(5613, 'ECE0292', 'A', 'A17', 4, 1)
(5614, 'CSE0600', 'A', 'A17', 4, 2)
(5615, 'ECE0438', 'A', 'A17', 4, 3)
(5616, 'CSE0502', 'A', 'A17', 4, 4)
(5617, 'CSE0668', 'A', 'A17', 5, 1)
(5618, 'CSE0344', 'A', 'A17', 5, 2)
(5619, 'CSE0165', 'A', 'A17', 5, 3)
(5620, 'ECE0250', 'A', 'A17', 5, 4)
(5621, 'CSE0187', 'A', 'A17', 6, 1)
(5622, 'CSE0424', 'A', 'A17', 6, 2)
(5623, 'CSE0138', 'A', 'A17', 6, 3)
(5624, 'ECE0128', 'A', 'A17', 6, 4)
(5625, 'CSE0349', 'A', 'A17', 7, 1)
(5626, 'ECE0246', 'A', 'A17', 7, 2)
(5627, 'CSE0435', 'A', 'A17', 7, 3)
(5628, 'ECE0064', 'A', 'A17', 7, 4)
(5629, 'CSE0272', 'A', 'A17', 8, 1)
(5630, 'CSE0682', 'A', 'A17', 8, 2)
(5631, 'CSE0367', 'A', 'A17', 8, 3)
(5632, 'CSE0313', 'A', 'A17', 8, 4)
(5633, 'ECE0473', 'A', 'A17', 9, 1)
(5634, 'CSE0428', 'A', 'A17', 9, 2)
(5635, 'ECE0154', 'A', 'A17', 9, 3)
(5636, 'CSE0440', 'A', 'A17', 9, 4)
(5637, 'ECE0341', 'A', 'A17', 10, 1)
(5638, 'ECE0132', 'A', 'A17', 10, 2)
(5639, 'ECE0164', 'A', 'A17', 10, 3)
(5640, 'CSE0213', 'A', 'A17', 10, 4)
(5641, 'CSE0021', 'A', 'A18', 1, 1)
(5642, 'CSE0641', 'A', 'A18', 1, 2)
(5643, 'CSE0081', 'A', 'A18', 1, 3)
(5644, 'CSE0604', 'A', 'A18', 1, 4)
(5645, 'CSE0393', 'A', 'A18', 2, 1)
(5646, 'ECE0450', 'A', 'A18', 2, 2)
(5647, 'CSE0097', 'A', 'A18', 2, 3)
(5648, 'CSE0173', 'A', 'A18', 2, 4)
(5649, 'ECE0182', 'A', 'A18', 3, 1)
(5650, 'ECE0199', 'A', 'A18', 3, 2)
(5651, 'CSE0145', 'A', 'A18', 3, 3)
(5652, 'CSE0689', 'A', 'A18', 3, 4)
(5653, 'CSE0549', 'A', 'A18', 4, 1)
(5654, 'ECE0160', 'A', 'A18', 4, 2)
(5655, 'ECE0458', 'A', 'A18', 4, 3)
(5656, 'CSE0607', 'A', 'A18', 4, 4)
(5657, 'ECE0300', 'A', 'A18', 5, 1)
(5658, 'CSE0100', 'A', 'A18', 5, 2)
(5659, 'CSE0291', 'A', 'A18', 5, 3)
(5660, 'ECE0200', 'A', 'A18', 5, 4)
(5661, 'ECE0222', 'A', 'A18', 6, 1)
(5662, 'CSE0574', 'A', 'A18', 6, 2)
(5663, 'ECE0216', 'A', 'A18', 6, 3)
(5664, 'CSE0595', 'A', 'A18', 6, 4)
(5665, 'CSE0609', 'A', 'A18', 7, 1)
(5666, 'CSE0456', 'A', 'A18', 7, 2)
(5667, 'CSE0477', 'A', 'A18', 7, 3)
(5668, 'CSE0401', 'A', 'A18', 7, 4)
(5669, 'CSE0191', 'A', 'A18', 8, 1)
(5670, 'CSE0528', 'A', 'A18', 8, 2)
(5671, 'CSE0554', 'A', 'A18', 8, 3)
(5672, 'ECE0205', 'A', 'A18', 8, 4)
(5673, 'ECE0021', 'A', 'A18', 9, 1)
(5674, 'CSE0520', 'A', 'A18', 9, 2)
(5675, 'ECE0447', 'A', 'A18', 9, 3)
(5676, 'CSE0025', 'A', 'A18', 9, 4)
(5677, 'CSE0423', 'A', 'A18', 10, 1)
(5678, 'CSE0072', 'A', 'A18', 10, 2)
(5679, 'CSE0153', 'A', 'A18', 10, 3)
(5680, 'ECE0209', 'A', 'A18', 10, 4)
(5681, 'CSE0293', 'A', 'A19', 1, 1)
(5682, 'CSE0485', 'A', 'A19', 1, 2)
(5683, 'CSE0274', 'A', 'A19', 1, 3)
(5684, 'CSE0065', 'A', 'A19', 1, 4)
(5685, 'CSE0569', 'A', 'A19', 2, 1)
(5686, 'ECE0118', 'A', 'A19', 2, 2)
(5687, 'CSE0362', 'A', 'A19', 2, 3)
(5688, 'CSE0590', 'A', 'A19', 2, 4)
(5689, 'ECE0111', 'A', 'A19', 3, 1)
(5690, 'CSE0488', 'A', 'A19', 3, 2)
(5691, 'CSE0372', 'A', 'A19', 3, 3)
(5692, 'ECE0474', 'A', 'A19', 3, 4)
(5693, 'ECE0238', 'A', 'A19', 4, 1)
(5694, 'ECE0083', 'A', 'A19', 4, 2)
(5695, 'ECE0060', 'A', 'A19', 4, 3)
(5696, 'CSE0104', 'A', 'A19', 4, 4)
(5697, 'ECE0197', 'A', 'A19', 5, 1)
(5698, 'CSE0532', 'A', 'A19', 5, 2)
(5699, 'CSE0460', 'A', 'A19', 5, 3)
(5700, 'CSE0259', 'A', 'A19', 5, 4)
(5701, 'ECE0050', 'A', 'A19', 6, 1)
(5702, 'ECE0099', 'A', 'A19', 6, 2)
(5703, 'ECE0343', 'A', 'A19', 6, 3)
(5704, 'CSE0028', 'A', 'A19', 6, 4)
(5705, 'CSE0074', 'A', 'A19', 7, 1)
(5706, 'CSE0007', 'A', 'A19', 7, 2)
(5707, 'ECE0046', 'A', 'A19', 7, 3)
(5708, 'CSE0323', 'A', 'A19', 7, 4)
(5709, 'CSE0258', 'A', 'A19', 8, 1)
(5710, 'ECE0407', 'A', 'A19', 8, 2)
(5711, 'CSE0420', 'A', 'A19', 8, 3)
(5712, 'CSE0544', 'A', 'A19', 8, 4)
(5713, 'ECE0338', 'A', 'A19', 9, 1)
(5714, 'CSE0146', 'A', 'A19', 9, 2)
(5715, 'ECE0025', 'A', 'A19', 9, 3)
(5716, 'ECE0204', 'A', 'A19', 9, 4)
(5717, 'CSE0059', 'A', 'A19', 10, 1)
(5718, 'ECE0465', 'A', 'A19', 10, 2)
(5719, 'ECE0258', 'A', 'A19', 10, 3)
(5720, 'CSE0224', 'A', 'A19', 10, 4)
(5721, 'ECE0444', 'A', 'A20', 1, 1)
(5722, 'CSE0139', 'A', 'A20', 1, 2)
(5723, 'CSE0566', 'A', 'A20', 1, 3)
(5724, 'CSE0333', 'A', 'A20', 1, 4)
(5725, 'CSE0169', 'A', 'A20', 2, 1)
(5726, 'CSE0675', 'A', 'A20', 2, 2)
(5727, 'ECE0010', 'A', 'A20', 2, 3)
(5728, 'CSE0027', 'A', 'A20', 2, 4)
(5729, 'ECE0461', 'A', 'A20', 3, 1)
(5730, 'CSE0369', 'A', 'A20', 3, 2)
(5731, 'CSE0656', 'A', 'A20', 3, 3)
(5732, 'CSE0535', 'A', 'A20', 3, 4)
(5733, 'ECE0431', 'A', 'A20', 4, 1)
(5734, 'ECE0327', 'A', 'A20', 4, 2)
(5735, 'CSE0531', 'A', 'A20', 4, 3)
(5736, 'CSE0131', 'A', 'A20', 4, 4)
(5737, 'CSE0379', 'A', 'A20', 5, 1)
(5738, 'CSE0001', 'A', 'A20', 5, 2)
(5739, 'CSE0208', 'A', 'A20', 5, 3)
(5740, 'CSE0299', 'A', 'A20', 5, 4)
(5741, 'ECE0328', 'A', 'A20', 6, 1)
(5742, 'CSE0583', 'A', 'A20', 6, 2)
(5743, 'CSE0136', 'A', 'A20', 6, 3)
(5744, 'ECE0416', 'A', 'A20', 6, 4)
(5745, 'ECE0329', 'A', 'A20', 7, 1)
(5746, 'ECE0476', 'A', 'A20', 7, 2)
(5747, 'ECE0456', 'A', 'A20', 7, 3)
(5748, 'CSE0142', 'A', 'A20', 7, 4)
(5749, 'ECE0174', 'A', 'A20', 8, 1)
(5750, 'CSE0246', 'A', 'A20', 8, 2)
(5751, 'ECE0478', 'A', 'A20', 8, 3)
(5752, 'CSE0270', 'A', 'A20', 8, 4)
(5753, 'CSE0615', 'A', 'A20', 9, 1)
(5754, 'ECE0137', 'A', 'A20', 9, 2)
(5755, 'CSE0214', 'A', 'A20', 9, 3)
(5756, 'ECE0414', 'A', 'A20', 9, 4)
(5757, 'ECE0114', 'A', 'A20', 10, 1)
(5758, 'CSE0540', 'A', 'A20', 10, 2)
(5759, 'CSE0297', 'A', 'A20', 10, 3)
(5760, 'CSE0472', 'A', 'A20', 10, 4)
(5761, 'CSE0305', 'B', 'B1', 1, 1)
(5762, 'ECE0314', 'B', 'B1', 1, 2)
(5763, 'CSE0383', 'B', 'B1', 1, 3)
(5764, 'CSE0490', 'B', 'B1', 1, 4)
(5765, 'ECE0167', 'B', 'B1', 2, 1)
(5766, 'CSE0436', 'B', 'B1', 2, 2)
(5767, 'CSE0061', 'B', 'B1', 2, 3)
(5768, 'CSE0501', 'B', 'B1', 2, 4)
(5769, 'CSE0192', 'B', 'B1', 3, 1)
(5770, 'CSE0589', 'B', 'B1', 3, 2)
(5771, 'ECE0409', 'B', 'B1', 3, 3)
(5772, 'CSE0628', 'B', 'B1', 3, 4)
(5773, 'CSE0218', 'B', 'B1', 4, 1)
(5774, 'ECE0451', 'B', 'B1', 4, 2)
(5775, 'CSE0697', 'B', 'B1', 4, 3)
(5776, 'CSE0374', 'B', 'B1', 4, 4)
(5777, 'CSE0223', 'B', 'B1', 5, 1)
(5778, 'CSE0098', 'B', 'B1', 5, 2)
(5779, 'ECE0235', 'B', 'B1', 5, 3)
(5780, 'CSE0452', 'B', 'B1', 5, 4)
(5781, 'CSE0695', 'B', 'B1', 6, 1)
(5782, 'ECE0108', 'B', 'B1', 6, 2)
(5783, 'ECE0176', 'B', 'B1', 6, 3)
(5784, 'CSE0198', 'B', 'B1', 6, 4)
(5785, 'ECE0481', 'B', 'B1', 7, 1)
(5786, 'CSE0449', 'B', 'B1', 7, 2)
(5787, 'CSE0353', 'B', 'B1', 7, 3)
(5788, 'CSE0071', 'B', 'B1', 7, 4)
(5789, 'CSE0678', 'B', 'B1', 8, 1)
(5790, 'CSE0030', 'B', 'B1', 8, 2)
(5791, 'ECE0281', 'B', 'B1', 8, 3)
(5792, 'CSE0494', 'B', 'B1', 8, 4)
(5793, 'CSE0631', 'B', 'B1', 9, 1)
(5794, 'CSE0514', 'B', 'B1', 9, 2)
(5795, 'CSE0176', 'B', 'B1', 9, 3)
(5796, 'CSE0038', 'B', 'B1', 9, 4)
(5797, 'CSE0087', 'B', 'B1', 10, 1)
(5798, 'ECE0301', 'B', 'B1', 10, 2)
(5799, 'CSE0465', 'B', 'B1', 10, 3)
(5800, 'ECE0059', 'B', 'B1', 10, 4)
(5801, 'CSE0388', 'B', 'B1', 11, 1)
(5802, 'ECE0349', 'B', 'B1', 11, 2)
(5803, 'CSE0375', 'B', 'B1', 11, 3)
(5804, 'ECE0106', 'B', 'B1', 11, 4)
(5805, 'ECE0441', 'B', 'B1', 12, 1)
(5806, 'CSE0068', 'B', 'B1', 12, 2)
(5807, 'CSE0217', 'B', 'B1', 12, 3)
(5808, 'CSE0167', 'B', 'B1', 12, 4)
(5809, 'ECE0323', 'B', 'B1', 13, 1)
(5810, 'CSE0102', 'B', 'B1', 13, 2)
(5811, 'CSE0279', 'B', 'B2', 1, 1)
(5812, 'ECE0397', 'B', 'B2', 1, 2)
(5813, 'CSE0051', 'B', 'B2', 1, 3)
(5814, 'ECE0446', 'B', 'B2', 1, 4)
(5815, 'ECE0162', 'B', 'B2', 2, 1)
(5816, 'CSE0387', 'B', 'B2', 2, 2)
(5817, 'CSE0284', 'B', 'B2', 2, 3)
(5818, 'CSE0041', 'B', 'B2', 2, 4)
(5819, 'ECE0262', 'B', 'B2', 3, 1)
(5820, 'CSE0264', 'B', 'B2', 3, 2)
(5821, 'CSE0580', 'B', 'B2', 3, 3)
(5822, 'ECE0082', 'B', 'B2', 3, 4)
(5823, 'ECE0484', 'B', 'B2', 4, 1)
(5824, 'CSE0159', 'B', 'B2', 4, 2)
(5825, 'ECE0217', 'B', 'B2', 4, 3)
(5826, 'CSE0107', 'B', 'B2', 4, 4)
(5827, 'CSE0559', 'B', 'B2', 5, 1)
(5828, 'CSE0054', 'B', 'B2', 5, 2)
(5829, 'CSE0513', 'B', 'B2', 5, 3)
(5830, 'ECE0227', 'B', 'B2', 5, 4)
(5831, 'CSE0591', 'B', 'B2', 6, 1)
(5832, 'ECE0408', 'B', 'B2', 6, 2)
(5833, 'CSE0626', 'B', 'B2', 6, 3)
(5834, 'ECE0307', 'B', 'B2', 6, 4)
(5835, 'ECE0433', 'B', 'B2', 7, 1)
(5836, 'ECE0265', 'B', 'B2', 7, 2)
(5837, 'ECE0385', 'B', 'B2', 7, 3)
(5838, 'CSE0594', 'B', 'B2', 7, 4)
(5839, 'ECE0023', 'B', 'B2', 8, 1)
(5840, 'ECE0056', 'B', 'B2', 8, 2)
(5841, 'ECE0038', 'B', 'B2', 8, 3)
(5842, 'ECE0062', 'B', 'B2', 8, 4)
(5843, 'CSE0261', 'B', 'B2', 9, 1)
(5844, 'CSE0189', 'B', 'B2', 9, 2)
(5845, 'CSE0212', 'B', 'B2', 9, 3)
(5846, 'CSE0653', 'B', 'B2', 9, 4)
(5847, 'ECE0093', 'B', 'B2', 10, 1)
(5848, 'ECE0183', 'B', 'B2', 10, 2)
(5849, 'ECE0051', 'B', 'B2', 10, 3)
(5850, 'ECE0321', 'B', 'B2', 10, 4)
(5851, 'CSE0521', 'B', 'B2', 11, 1)
(5852, 'CSE0294', 'B', 'B2', 11, 2)
(5853, 'ECE0097', 'B', 'B2', 11, 3)
(5854, 'CSE0201', 'B', 'B2', 11, 4)
(5855, 'CSE0346', 'B', 'B2', 12, 1)
(5856, 'CSE0412', 'B', 'B2', 12, 2)
(5857, 'ECE0255', 'B', 'B2', 12, 3)
(5858, 'ECE0017', 'B', 'B2', 12, 4)
(5859, 'ECE0048', 'B', 'B2', 13, 1)
(5860, 'CSE0651', 'B', 'B2', 13, 2)
(5861, 'ECE0330', 'B', 'B3', 1, 1)
(5862, 'CSE0395', 'B', 'B3', 1, 2)
(5863, 'CSE0687', 'B', 'B3', 1, 3)
(5864, 'CSE0361', 'B', 'B3', 1, 4)
(5865, 'CSE0257', 'B', 'B3', 2, 1)
(5866, 'ECE0189', 'B', 'B3', 2, 2)
(5867, 'CSE0448', 'B', 'B3', 2, 3)
(5868, 'CSE0355', 'B', 'B3', 2, 4)
(5869, 'ECE0412', 'B', 'B3', 3, 1)
(5870, 'CSE0148', 'B', 'B3', 3, 2)
(5871, 'ECE0466', 'B', 'B3', 3, 3)
(5872, 'CSE0584', 'B', 'B3', 3, 4)
(5873, 'CSE0639', 'B', 'B3', 4, 1)
(5874, 'CSE0577', 'B', 'B3', 4, 2)
(5875, 'CSE0303', 'B', 'B3', 4, 3)
(5876, 'CSE0004', 'B', 'B3', 4, 4)
(5877, 'CSE0225', 'B', 'B3', 5, 1)
(5878, 'CSE0180', 'B', 'B3', 5, 2)
(5879, 'CSE0053', 'B', 'B3', 5, 3)
(5880, 'ECE0379', 'B', 'B3', 5, 4)
(5881, 'CSE0500', 'B', 'B3', 6, 1)
(5882, 'CSE0694', 'B', 'B3', 6, 2)
(5883, 'CSE0244', 'B', 'B3', 6, 3)
(5884, 'CSE0587', 'B', 'B3', 6, 4)
(5885, 'ECE0355', 'B', 'B3', 7, 1)
(5886, 'CSE0130', 'B', 'B3', 7, 2)
(5887, 'CSE0236', 'B', 'B3', 7, 3)
(5888, 'ECE0352', 'B', 'B3', 7, 4)
(5889, 'ECE0067', 'B', 'B3', 8, 1)
(5890, 'ECE0253', 'B', 'B3', 8, 2)
(5891, 'ECE0195', 'B', 'B3', 8, 3)
(5892, 'CSE0368', 'B', 'B3', 8, 4)
(5893, 'CSE0277', 'B', 'B3', 9, 1)
(5894, 'ECE0018', 'B', 'B3', 9, 2)
(5895, 'CSE0086', 'B', 'B3', 9, 3)
(5896, 'ECE0488', 'B', 'B3', 9, 4)
(5897, 'CSE0307', 'B', 'B3', 10, 1)
(5898, 'CSE0115', 'B', 'B3', 10, 2)
(5899, 'CSE0655', 'B', 'B3', 10, 3)
(5900, 'CSE0200', 'B', 'B3', 10, 4)
(5901, 'ECE0169', 'B', 'B3', 11, 1)
(5902, 'CSE0207', 'B', 'B3', 11, 2)
(5903, 'ECE0061', 'B', 'B3', 11, 3)
(5904, 'ECE0440', 'B', 'B3', 11, 4)
(5905, 'CSE0413', 'B', 'B3', 12, 1)
(5906, 'CSE0164', 'B', 'B3', 12, 2)
(5907, 'CSE0316', 'B', 'B3', 12, 3)
(5908, 'CSE0602', 'B', 'B3', 12, 4)
(5909, 'CSE0654', 'B', 'B3', 13, 1)
(5910, 'ECE0109', 'B', 'B3', 13, 2)
(5911, 'CSE0158', 'B', 'B4', 1, 1)
(5912, 'ECE0376', 'B', 'B4', 1, 2)
(5913, 'CSE0647', 'B', 'B4', 1, 3)
(5914, 'CSE0516', 'B', 'B4', 1, 4)
(5915, 'ECE0485', 'B', 'B4', 2, 1)
(5916, 'CSE0571', 'B', 'B4', 2, 2)
(5917, 'CSE0632', 'B', 'B4', 2, 3)
(5918, 'ECE0298', 'B', 'B4', 2, 4)
(5919, 'CSE0620', 'B', 'B4', 3, 1)
(5920, 'ECE0211', 'B', 'B4', 3, 2)
(5921, 'CSE0235', 'B', 'B4', 3, 3)
(5922, 'CSE0289', 'B', 'B4', 3, 4)
(5923, 'CSE0237', 'B', 'B4', 4, 1)
(5924, 'ECE0203', 'B', 'B4', 4, 2)
(5925, 'ECE0110', 'B', 'B4', 4, 3)
(5926, 'ECE0240', 'B', 'B4', 4, 4)
(5927, 'CSE0633', 'B', 'B4', 5, 1)
(5928, 'CSE0469', 'B', 'B4', 5, 2)
(5929, 'CSE0184', 'B', 'B4', 5, 3)
(5930, 'CSE0638', 'B', 'B4', 5, 4)
(5931, 'ECE0500', 'B', 'B4', 6, 1)
(5932, 'CSE0429', 'B', 'B4', 6, 2)
(5933, 'ECE0144', 'B', 'B4', 6, 3)
(5934, 'CSE0058', 'B', 'B4', 6, 4)
(5935, 'CSE0508', 'B', 'B4', 7, 1)
(5936, 'ECE0077', 'B', 'B4', 7, 2)
(5937, 'ECE0081', 'B', 'B4', 7, 3)
(5938, 'CSE0363', 'B', 'B4', 7, 4)
(5939, 'CSE0312', 'B', 'B4', 8, 1)
(5940, 'CSE0178', 'B', 'B4', 8, 2)
(5941, 'ECE0429', 'B', 'B4', 8, 3)
(5942, 'ECE0425', 'B', 'B4', 8, 4)
(5943, 'CSE0432', 'B', 'B4', 9, 1)
(5944, 'CSE0015', 'B', 'B4', 9, 2)
(5945, 'CSE0484', 'B', 'B4', 9, 3)
(5946, 'ECE0284', 'B', 'B4', 9, 4)
(5947, 'CSE0462', 'B', 'B4', 10, 1)
(5948, 'CSE0570', 'B', 'B4', 10, 2)
(5949, 'CSE0555', 'B', 'B4', 10, 3)
(5950, 'ECE0245', 'B', 'B4', 10, 4)
(5951, 'CSE0026', 'B', 'B4', 11, 1)
(5952, 'ECE0405', 'B', 'B4', 11, 2)
(5953, 'CSE0564', 'B', 'B4', 11, 3)
(5954, 'ECE0278', 'B', 'B4', 11, 4)
(5955, 'CSE0248', 'B', 'B4', 12, 1)
